X,Y,Z,Norm,R_Cell
-17.98,-2.89,-15.51,15.848,1
-15.98,-2.89,-15.51,15.785,1
-13.98,-2.89,-15.51,15.974,1
-18.98,-1.15,-15.51,15.752,1
-16.98,-1.15,-15.51,15.561,1
-14.98,-1.15,-15.51,15.625,1
-12.98,-1.15,-15.51,15.942,1
-19.98,0.58,-15.51,15.911,1
-17.98,0.58,-15.51,15.593,1
-15.98,0.58,-15.51,15.529,1
-13.98,0.58,-15.51,15.721,1
-18.98,2.31,-15.51,15.879,1
-16.98,2.31,-15.51,15.689,1
-14.98,2.31,-15.51,15.753,1
-17.98,-7.51,-13.88,15.853,1
-15.98,-7.51,-13.88,15.789,1
-13.98,-7.51,-13.88,15.978,1
-20.98,-5.77,-13.88,15.691,1
-18.98,-5.77,-13.88,15.238,1
-16.98,-5.77,-13.88,15.04,1
-14.98,-5.77,-13.88,15.106,1
-12.98,-5.77,-13.88,15.434,1
-21.98,-4.04,-13.88,15.467,1
-19.98,-4.04,-13.88,14.874,1
-17.98,-4.04,-13.88,14.534,1
-15.98,-4.04,-13.88,14.465,1
-13.98,-4.04,-13.88,14.671,1
-11.98,-4.04,-13.88,15.14,1
-9.98,-4.04,-13.88,15.85,1
-22.98,-2.31,-13.88,15.5,1
-20.98,-2.31,-13.88,14.773,1
-18.98,-2.31,-13.88,14.291,1
-16.98,-2.31,-13.88,14.08,1
-14.98,-2.31,-13.88,14.151,1
-12.98,-2.31,-13.88,14.5,1
-10.98,-2.31,-13.88,15.108,1
-8.98,-2.31,-13.88,15.945,1
-23.98,-0.58,-13.88,15.787,1
-21.98,-0.58,-13.88,14.941,1
-19.98,-0.58,-13.88,14.326,1
-17.98,-0.58,-13.88,13.973,1
-15.98,-0.58,-13.88,13.901,1
-13.98,-0.58,-13.88,14.115,1
-11.98,-0.58,-13.88,14.603,1
-9.98,-0.58,-13.88,15.338,1
-22.98,1.15,-13.88,15.37,1
-20.98,1.15,-13.88,14.636,1
-18.98,1.15,-13.88,14.15,1
-16.98,1.15,-13.88,13.937,1
-14.98,1.15,-13.88,14.008,1
-12.98,1.15,-13.88,14.361,1
-10.98,1.15,-13.88,14.974,1
-8.98,1.15,-13.88,15.819,1
-21.98,2.89,-13.88,15.207,1
-19.98,2.89,-13.88,14.603,1
-17.98,2.89,-13.88,14.257,1
-15.98,2.89,-13.88,14.186,1
-13.98,2.89,-13.88,14.396,1
-11.98,2.89,-13.88,14.875,1
-9.98,2.89,-13.88,15.597,1
-20.98,4.62,-13.88,15.305,1
-18.98,4.62,-13.88,14.841,1
-16.98,4.62,-13.88,14.637,1
-14.98,4.62,-13.88,14.705,1
-12.98,4.62,-13.88,15.042,1
-10.98,4.62,-13.88,15.628,1
-19.98,6.35,-13.88,15.66,1
-17.98,6.35,-13.88,15.337,1
-15.98,6.35,-13.88,15.272,1
-13.98,6.35,-13.88,15.467,1
-11.98,6.35,-13.88,15.913,1
-17.98,-9.81,-12.25,15.765,1
-15.98,-9.81,-12.25,15.702,1
-13.98,-9.81,-12.25,15.892,1
-20.98,-8.08,-12.25,15.349,1
-18.98,-8.08,-12.25,14.886,1
-16.98,-8.08,-12.25,14.683,1
-14.98,-8.08,-12.25,14.751,1
-12.98,-8.08,-12.25,15.086,1
-10.98,-8.08,-12.25,15.672,1
-23.98,-6.35,-12.25,15.705,1
-21.98,-6.35,-12.25,14.854,1
-19.98,-6.35,-12.25,14.235,1
-17.98,-6.35,-12.25,13.879,1
-15.98,-6.35,-12.25,13.807,1
-13.98,-6.35,-12.25,14.023,1
-11.98,-6.35,-12.25,14.513,1
-9.98,-6.35,-12.25,15.252,1
-24.98,-4.62,-12.25,15.61,1
-22.98,-4.62,-12.25,14.617,1
-20.98,-4.62,-12.25,13.844,1
-18.98,-4.62,-12.25,13.329,1
-16.98,-4.62,-12.25,13.102,1
-14.98,-4.62,-12.25,13.178,1
-12.98,-4.62,-12.25,13.552,1
-10.98,-4.62,-12.25,14.201,1
-8.98,-4.62,-12.25,15.088,1
-25.98,-2.89,-12.25,15.769,1
-23.98,-2.89,-12.25,14.651,1
-21.98,-2.89,-12.25,13.736,1
-19.98,-2.89,-12.25,13.064,1
-17.98,-2.89,-12.25,12.675,1
-15.98,-2.89,-12.25,12.596,1
-13.98,-2.89,-12.25,12.832,1
-11.98,-2.89,-12.25,13.367,1
-9.98,-2.89,-12.25,14.166,1
-7.98,-2.89,-12.25,15.188,1
-24.98,-1.15,-12.25,14.954,1
-22.98,-1.15,-12.25,13.915,1
-20.98,-1.15,-12.25,13.101,1
-18.98,-1.15,-12.25,12.555,1
-16.98,-1.15,-12.25,12.314,1
-14.98,-1.15,-12.25,12.395,1
-12.98,-1.15,-12.25,12.792,1
-10.98,-1.15,-12.25,13.477,1
-8.98,-1.15,-12.25,14.41,1
-6.98,-1.15,-12.25,15.545,1
-25.98,0.58,-12.25,15.513,1
-23.98,0.58,-12.25,14.375,1
-21.98,0.58,-12.25,13.441,1
-19.98,0.58,-12.25,12.753,1
-17.98,0.58,-12.25,12.355,1
-15.98,0.58,-12.25,12.274,1
