X,Y,Z,Norm,R_Cell
-13.89,-4.04,-12.25,12.909,1
-11.89,-4.04,-12.25,12.986,1
-16.89,-2.31,-12.25,12.948,1
-14.89,-2.31,-12.25,12.556,1
-12.89,-2.31,-12.25,12.476,1
-10.89,-2.31,-12.25,12.714,1
-15.89,-0.58,-12.25,12.516,1
-13.89,-0.58,-12.25,12.274,1
-11.89,-0.58,-12.25,12.355,1
-9.89,-0.58,-12.25,12.753,1
-16.89,1.15,-12.25,12.792,1
-14.89,1.15,-12.25,12.395,1
-12.89,1.15,-12.25,12.314,1
-10.89,1.15,-12.25,12.555,1
-15.89,2.89,-12.25,12.832,1
-13.89,2.89,-12.25,12.596,1
-11.89,2.89,-12.25,12.675,1
-15.89,-6.35,-10.61,12.615,1
-13.89,-6.35,-10.61,12.375,1
-11.89,-6.35,-10.61,12.456,1
-9.89,-6.35,-10.61,12.851,1
-18.89,-4.62,-10.61,12.813,1
-16.89,-4.62,-10.61,12.09,1
-14.89,-4.62,-10.61,11.669,1
-12.89,-4.62,-10.61,11.583,1
-10.89,-4.62,-10.61,11.839,1
-8.89,-4.62,-10.61,12.416,1
-19.89,-2.89,-10.61,12.774,1
-17.89,-2.89,-10.61,11.882,1
-15.89,-2.89,-10.61,11.277,1
-13.89,-2.89,-10.61,11.008,1
-11.89,-2.89,-10.61,11.098,1
-9.89,-2.89,-10.61,11.54,1
-7.89,-2.89,-10.61,12.295,1
-18.89,-1.15,-10.61,12.006,1
-16.89,-1.15,-10.61,11.231,1
-14.89,-1.15,-10.61,10.777,1
-12.89,-1.15,-10.61,10.684,1
-10.89,-1.15,-10.61,10.961,1
-8.89,-1.15,-10.61,11.582,1
-6.89,-1.15,-10.61,12.496,1
-19.89,0.58,-10.61,12.456,1
-17.89,0.58,-10.61,11.539,1
-15.89,0.58,-10.61,10.916,1
-13.89,0.58,-10.61,10.638,1
-11.89,0.58,-10.61,10.731,1
-9.89,0.58,-10.61,11.187,1
-7.89,0.58,-10.61,11.965,1
-18.89,2.31,-10.61,12.172,1
-16.89,2.31,-10.61,11.409,1
-14.89,2.31,-10.61,10.962,1
-12.89,2.31,-10.61,10.87,1
-10.89,2.31,-10.61,11.143,1
-8.89,2.31,-10.61,11.754,1
-6.89,2.31,-10.61,12.655,1
-17.89,4.04,-10.61,12.212,1
-15.89,4.04,-10.61,11.625,1
-13.89,4.04,-10.61,11.364,1
-11.89,4.04,-10.61,11.452,1
-9.89,4.04,-10.61,11.88,1
