X,Y,Z,Norm,R_Cell
-15.86,-4.04,-10.61,11.88,1
-13.86,-4.04,-10.61,11.452,1
-11.86,-4.04,-10.61,11.364,1
-9.86,-4.04,-10.61,11.625,1
-16.86,-2.31,-10.61,11.754,1
-14.86,-2.31,-10.61,11.143,1
-12.86,-2.31,-10.61,10.87,1
-10.86,-2.31,-10.61,10.962,1
-8.86,-2.31,-10.61,11.409,1
-17.86,-0.58,-10.61,11.965,1
-15.86,-0.58,-10.61,11.187,1
-13.86,-0.58,-10.61,10.731,1
-11.86,-0.58,-10.61,10.638,1
-9.86,-0.58,-10.61,10.916,1
-7.86,-0.58,-10.61,11.539,1
-16.86,1.15,-10.61,11.582,1
-14.86,1.15,-10.61,10.961,1
-12.86,1.15,-10.61,10.684,1
-10.86,1.15,-10.61,10.777,1
-8.86,1.15,-10.61,11.231,1
-15.86,2.89,-10.61,11.54,1
-13.86,2.89,-10.61,11.098,1
-11.86,2.89,-10.61,11.008,1
-9.86,2.89,-10.61,11.277,1
-7.86,2.89,-10.61,11.882,1
-14.86,4.62,-10.61,11.839,1
-12.86,4.62,-10.61,11.583,1
-10.86,4.62,-10.61,11.669,1
-15.86,-6.35,-8.98,11.542,1
-13.86,-6.35,-8.98,11.1,1
-11.86,-6.35,-8.98,11.01,1
-9.86,-6.35,-8.98,11.279,1
-7.86,-6.35,-8.98,11.883,1
-16.86,-4.62,-8.98,11.056,1
-14.86,-4.62,-8.98,10.404,1
-12.86,-4.62,-8.98,10.111,1
-10.86,-4.62,-8.98,10.21,1
-8.86,-4.62,-8.98,10.688,1
-6.86,-4.62,-8.98,11.499,1
-17.86,-2.89,-8.98,10.92,1
-15.86,-2.89,-8.98,10.062,1
-13.86,-2.89,-8.98,9.552,1
-11.86,-2.89,-8.98,9.447,1
-9.86,-2.89,-8.98,9.759,1
-7.86,-2.89,-8.98,10.452,1
-5.86,-2.89,-8.98,11.456,1
-18.86,-1.15,-8.98,11.145,1
-16.86,-1.15,-8.98,10.11,1
-14.86,-1.15,-8.98,9.392,1
-12.86,-1.15,-8.98,9.067,1
-10.86,-1.15,-8.98,9.177,1
-8.86,-1.15,-8.98,9.706,1
-6.86,-1.15,-8.98,10.593,1
-4.86,-1.15,-8.98,11.756,1
-19.86,0.58,-8.98,11.714,1
-17.86,0.58,-8.98,10.546,1
-15.86,0.58,-8.98,9.655,1
-13.86,0.58,-8.98,9.123,1
-11.86,0.58,-8.98,9.013,1
-9.86,0.58,-8.98,9.34,1
-7.86,0.58,-8.98,10.061,1
-5.86,0.58,-8.98,11.101,1
