X,Y,Z,Norm,R_Cell
-6.68,-1.15,-5.72,5.856,1
-7.68,0.58,-5.72,5.942,1
-5.68,0.58,-5.72,5.771,1
-7.68,-4.04,-4.08,5.934,1
-5.68,-4.04,-4.08,5.764,1
-8.68,-2.31,-4.08,5.313,1
-6.68,-2.31,-4.08,4.715,1
-4.68,-2.31,-4.08,4.923,1
-2.68,-2.31,-4.08,5.851,1
-9.68,-0.58,-4.08,5.407,1
-7.68,-0.58,-4.08,4.386,1
-5.68,-0.58,-4.08,4.151,1
-3.68,-0.58,-4.08,4.82,1
-8.68,1.15,-4.08,4.921,1
-6.68,1.15,-4.08,4.268,1
-4.68,1.15,-4.08,4.497,1
-2.68,1.15,-4.08,5.497,1
-7.68,2.89,-4.08,5.22,1
-5.68,2.89,-4.08,5.025,1
-3.68,2.89,-4.08,5.59,1
-8.68,-4.62,-2.45,5.796,1
-6.68,-4.62,-2.45,5.253,1
-4.68,-4.62,-2.45,5.44,1
-9.68,-2.89,-2.45,5.158,1
-7.68,-2.89,-2.45,4.075,1
-5.68,-2.89,-2.45,3.822,1
-3.68,-2.89,-2.45,4.539,1
-1.68,-2.89,-2.45,5.883,1
-10.68,-1.15,-2.45,5.251,1
-8.68,-1.15,-2.45,3.684,1
-6.68,-1.15,-2.45,2.752,1
-4.68,-1.15,-2.45,3.094,1
-2.68,-1.15,-2.45,4.424,1
-9.68,0.58,-2.45,4.311,1
-7.68,0.58,-2.45,2.931,1
-5.68,0.58,-2.45,2.567,1
-3.68,0.58,-2.45,3.548,1
-1.68,0.58,-2.45,5.156,1
-10.68,2.31,-2.45,5.62,1
-8.68,2.31,-2.45,4.194,1
-6.68,2.31,-2.45,3.404,1
-4.68,2.31,-2.45,3.686,1
-2.68,2.31,-2.45,4.857,1
-9.68,4.04,-2.45,5.88,1
-7.68,4.04,-2.45,4.957,1
-5.68,4.04,-2.45,4.751,1
-3.68,4.04,-2.45,5.345,1
-6.68,-5.77,-0.82,5.849,1
-9.68,-4.04,-0.82,5.408,1
-7.68,-4.04,-0.82,4.387,1
-5.68,-4.04,-0.82,4.153,1
-3.68,-4.04,-0.82,4.821,1
-10.68,-2.31,-0.82,5.124,1
-8.68,-2.31,-0.82,3.501,1
-6.68,-2.31,-0.82,2.502,1
-4.68,-2.31,-0.82,2.874,1
-2.68,-2.31,-0.82,4.273,1
-11.68,-0.58,-0.82,5.591,1
-9.68,-0.58,-0.82,3.641,1
-7.68,-0.58,-0.82,1.805,1
-5.68,-0.58,-0.82,1.122,1
-3.68,-0.58,-0.82,2.694,1
-1.68,-0.58,-0.82,4.611,1
-10.68,1.15,-0.82,4.716,1
-8.68,1.15,-0.82,2.871,1
-6.68,1.15,-0.82,1.498,1
-4.68,1.15,-0.82,2.06,1
-2.68,1.15,-0.82,3.774,1
-0.68,1.15,-0.82,5.678,1
-9.68,2.89,-0.82,4.612,1
-7.68,2.89,-0.82,3.358,1
-5.68,2.89,-0.82,3.045,1
-3.68,2.89,-0.82,3.908,1
-1.68,2.89,-0.82,5.411,1
-8.68,4.62,-0.82,5.317,1
-6.68,4.62,-0.82,4.719,1
-4.68,4.62,-0.82,4.926,1
-2.68,4.62,-0.82,5.854,1
-8.68,-4.62,0.82,5.317,1
-6.68,-4.62,0.82,4.719,1
-4.68,-4.62,0.82,4.926,1
