X,Y,Z,Norm,R_Cell
-16.95,-4.62,-13.88,14.705,1
-14.95,-4.62,-13.88,14.637,1
-12.95,-4.62,-13.88,14.841,1
-19.95,-2.89,-13.88,14.875,1
-17.95,-2.89,-13.88,14.396,1
-15.95,-2.89,-13.88,14.186,1
-13.95,-2.89,-13.88,14.257,1
-11.95,-2.89,-13.88,14.603,1
-20.95,-1.15,-13.88,14.974,1
-18.95,-1.15,-13.88,14.361,1
-16.95,-1.15,-13.88,14.008,1
-14.95,-1.15,-13.88,13.937,1
-12.95,-1.15,-13.88,14.15,1
-10.95,-1.15,-13.88,14.636,1
-19.95,0.58,-13.88,14.603,1
-17.95,0.58,-13.88,14.115,1
-15.95,0.58,-13.88,13.901,1
-13.95,0.58,-13.88,13.973,1
-11.95,0.58,-13.88,14.326,1
-9.95,0.58,-13.88,14.941,1
-18.95,2.31,-13.88,14.5,1
-16.95,2.31,-13.88,14.151,1
-14.95,2.31,-13.88,14.08,1
-12.95,2.31,-13.88,14.291,1
-10.95,2.31,-13.88,14.773,1
-17.95,4.04,-13.88,14.671,1
-15.95,4.04,-13.88,14.465,1
-13.95,4.04,-13.88,14.534,1
-11.95,4.04,-13.88,14.874,1
-17.95,-7.51,-12.25,14.585,1
-15.95,-7.51,-12.25,14.378,1
-13.95,-7.51,-12.25,14.447,1
-11.95,-7.51,-12.25,14.789,1
-20.95,-5.77,-12.25,14.615,1
-18.95,-5.77,-12.25,13.986,1
-16.95,-5.77,-12.25,13.624,1
-14.95,-5.77,-12.25,13.55,1
-12.95,-5.77,-12.25,13.77,1
-10.95,-5.77,-12.25,14.269,1
-21.95,-4.04,-12.25,14.444,1
-19.95,-4.04,-12.25,13.661,1
-17.95,-4.04,-12.25,13.139,1
-15.95,-4.04,-12.25,12.909,1
-13.95,-4.04,-12.25,12.986,1
-11.95,-4.04,-12.25,13.365,1
-9.95,-4.04,-12.25,14.023,1
-7.95,-4.04,-12.25,14.921,1
-22.95,-2.31,-12.25,14.548,1
-20.95,-2.31,-12.25,13.625,1
-18.95,-2.31,-12.25,12.948,1
-16.95,-2.31,-12.25,12.556,1
-14.95,-2.31,-12.25,12.476,1
-12.95,-2.31,-12.25,12.714,1
-10.95,-2.31,-12.25,13.253,1
-8.95,-2.31,-12.25,14.059,1
-23.95,-0.58,-12.25,14.921,1
-21.95,-0.58,-12.25,13.88,1
-19.95,-0.58,-12.25,13.063,1
-17.95,-0.58,-12.25,12.516,1
-15.95,-0.58,-12.25,12.274,1
-13.95,-0.58,-12.25,12.355,1
-11.95,-0.58,-12.25,12.753,1
-9.95,-0.58,-12.25,13.441,1
-7.95,-0.58,-12.25,14.375,1
-22.95,1.15,-12.25,14.41,1
-20.95,1.15,-12.25,13.477,1
-18.95,1.15,-12.25,12.792,1
-16.95,1.15,-12.25,12.395,1
-14.95,1.15,-12.25,12.314,1
-12.95,1.15,-12.25,12.555,1
-10.95,1.15,-12.25,13.101,1
-8.95,1.15,-12.25,13.915,1
-6.95,1.15,-12.25,14.954,1
-21.95,2.89,-12.25,14.166,1
-19.95,2.89,-12.25,13.367,1
-17.95,2.89,-12.25,12.832,1
-15.95,2.89,-12.25,12.596,1
-13.95,2.89,-12.25,12.675,1
-11.95,2.89,-12.25,13.064,1
-9.95,2.89,-12.25,13.736,1
-7.95,2.89,-12.25,14.651,1
-20.95,4.62,-12.25,14.201,1
-18.95,4.62,-12.25,13.552,1
-16.95,4.62,-12.25,13.178,1
-14.95,4.62,-12.25,13.102,1
-12.95,4.62,-12.25,13.329,1
-10.95,4.62,-12.25,13.844,1
-8.95,4.62,-12.25,14.617,1
-19.95,6.35,-12.25,14.513,1
-17.95,6.35,-12.25,14.023,1
-15.95,6.35,-12.25,13.807,1
-13.95,6.35,-12.25,13.879,1
-11.95,6.35,-12.25,14.235,1
-9.95,6.35,-12.25,14.854,1
-16.95,8.08,-12.25,14.751,1
-14.95,8.08,-12.25,14.683,1
-12.95,8.08,-12.25,14.886,1
-17.95,-9.81,-10.61,14.665,1
-15.95,-9.81,-10.61,14.459,1
-13.95,-9.81,-10.61,14.528,1
-11.95,-9.81,-10.61,14.868,1
-20.95,-8.08,-10.61,14.426,1
-18.95,-8.08,-10.61,13.788,1
