-1.5	-2.89	-8.98
0.5	-2.89	-8.98
2.5	-2.89	-8.98
-2.5	-1.15	-8.98
-0.5	-1.15	-8.98
1.5	-1.15	-8.98
3.5	-1.15	-8.98
-3.5	0.58	-8.98
-1.5	0.58	-8.98
0.5	0.58	-8.98
2.5	0.58	-8.98
-2.5	2.31	-8.98
-0.5	2.31	-8.98
1.5	2.31	-8.98
3.5	2.31	-8.98
-1.5	4.04	-8.98
0.5	4.04	-8.98
-2.5	-5.77	-7.35
-0.5	-5.77	-7.35
1.5	-5.77	-7.35
3.5	-5.77	-7.35
-3.5	-4.04	-7.35
-1.5	-4.04	-7.35
0.5	-4.04	-7.35
2.5	-4.04	-7.35
4.5	-4.04	-7.35
-4.5	-2.31	-7.35
-2.5	-2.31	-7.35
-0.5	-2.31	-7.35
1.5	-2.31	-7.35
3.5	-2.31	-7.35
5.5	-2.31	-7.35
-5.5	-0.58	-7.35
-3.5	-0.58	-7.35
-1.5	-0.58	-7.35
0.5	-0.58	-7.35
2.5	-0.58	-7.35
4.5	-0.58	-7.35
6.5	-0.58	-7.35
-6.5	1.15	-7.35
-4.5	1.15	-7.35
-2.5	1.15	-7.35
-0.5	1.15	-7.35
1.5	1.15	-7.35
3.5	1.15	-7.35
5.5	1.15	-7.35
-5.5	2.89	-7.35
-3.5	2.89	-7.35
-1.5	2.89	-7.35
0.5	2.89	-7.35
2.5	2.89	-7.35
4.5	2.89	-7.35
-4.5	4.62	-7.35
-2.5	4.62	-7.35
-0.5	4.62	-7.35
1.5	4.62	-7.35
3.5	4.62	-7.35
-1.5	6.35	-7.35
0.5	6.35	-7.35
-0.5	-8.08	-5.72
-3.5	-6.35	-5.72
-1.5	-6.35	-5.72
0.5	-6.35	-5.72
2.5	-6.35	-5.72
4.5	-6.35	-5.72
-6.5	-4.62	-5.72
-4.5	-4.62	-5.72
-2.5	-4.62	-5.72
-0.5	-4.62	-5.72
1.5	-4.62	-5.72
3.5	-4.62	-5.72
5.5	-4.62	-5.72
-7.5	-2.89	-5.72
-5.5	-2.89	-5.72
-3.5	-2.89	-5.72
-1.5	-2.89	-5.72
0.5	-2.89	-5.72
2.5	-2.89	-5.72
4.5	-2.89	-5.72
6.5	-2.89	-5.72
-6.5	-1.15	-5.72
-4.5	-1.15	-5.72
-2.5	-1.15	-5.72
-0.5	-1.15	-5.72
1.5	-1.15	-5.72
3.5	-1.15	-5.72
5.5	-1.15	-5.72
7.5	-1.15	-5.72
-7.5	0.58	-5.72
-5.5	0.58	-5.72
-3.5	0.58	-5.72
-1.5	0.58	-5.72
0.5	0.58	-5.72
2.5	0.58	-5.72
4.5	0.58	-5.72
6.5	0.58	-5.72
-6.5	2.31	-5.72
-4.5	2.31	-5.72
-2.5	2.31	-5.72
-0.5	2.31	-5.72
1.5	2.31	-5.72
3.5	2.31	-5.72
5.5	2.31	-5.72
7.5	2.31	-5.72
-5.5	4.04	-5.72
-3.5	4.04	-5.72
-1.5	4.04	-5.72
0.5	4.04	-5.72
2.5	4.04	-5.72
4.5	4.04	-5.72
6.5	4.04	-5.72
-4.5	5.77	-5.72
-2.5	5.77	-5.72
-0.5	5.77	-5.72
1.5	5.77	-5.72
3.5	5.77	-5.72
5.5	5.77	-5.72
-1.5	7.51	-5.72
