-16.5	-4.62	-13.88
-14.5	-4.62	-13.88
-12.5	-4.62	-13.88
-19.5	-2.89	-13.88
-17.5	-2.89	-13.88
-15.5	-2.89	-13.88
-13.5	-2.89	-13.88
-11.5	-2.89	-13.88
-20.5	-1.15	-13.88
-18.5	-1.15	-13.88
-16.5	-1.15	-13.88
-14.5	-1.15	-13.88
-12.5	-1.15	-13.88
-10.5	-1.15	-13.88
-19.5	0.58	-13.88
-17.5	0.58	-13.88
-15.5	0.58	-13.88
-13.5	0.58	-13.88
-11.5	0.58	-13.88
-9.5	0.58	-13.88
-18.5	2.31	-13.88
-16.5	2.31	-13.88
-14.5	2.31	-13.88
-12.5	2.31	-13.88
-10.5	2.31	-13.88
-17.5	4.04	-13.88
-15.5	4.04	-13.88
-13.5	4.04	-13.88
-11.5	4.04	-13.88
-17.5	-7.51	-12.25
-15.5	-7.51	-12.25
-13.5	-7.51	-12.25
-11.5	-7.51	-12.25
-20.5	-5.77	-12.25
-18.5	-5.77	-12.25
-16.5	-5.77	-12.25
-14.5	-5.77	-12.25
-12.5	-5.77	-12.25
-10.5	-5.77	-12.25
-21.5	-4.04	-12.25
-19.5	-4.04	-12.25
-17.5	-4.04	-12.25
-15.5	-4.04	-12.25
-13.5	-4.04	-12.25
-11.5	-4.04	-12.25
-9.5	-4.04	-12.25
-7.5	-4.04	-12.25
-22.5	-2.31	-12.25
-20.5	-2.31	-12.25
-18.5	-2.31	-12.25
-16.5	-2.31	-12.25
-14.5	-2.31	-12.25
-12.5	-2.31	-12.25
-10.5	-2.31	-12.25
-8.5	-2.31	-12.25
-23.5	-0.58	-12.25
-21.5	-0.58	-12.25
-19.5	-0.58	-12.25
-17.5	-0.58	-12.25
-15.5	-0.58	-12.25
-13.5	-0.58	-12.25
-11.5	-0.58	-12.25
-9.5	-0.58	-12.25
-7.5	-0.58	-12.25
-22.5	1.15	-12.25
-20.5	1.15	-12.25
-18.5	1.15	-12.25
-16.5	1.15	-12.25
-14.5	1.15	-12.25
-12.5	1.15	-12.25
-10.5	1.15	-12.25
-8.5	1.15	-12.25
-6.5	1.15	-12.25
-21.5	2.89	-12.25
-19.5	2.89	-12.25
-17.5	2.89	-12.25
-15.5	2.89	-12.25
-13.5	2.89	-12.25
-11.5	2.89	-12.25
-9.5	2.89	-12.25
-7.5	2.89	-12.25
-20.5	4.62	-12.25
-18.5	4.62	-12.25
-16.5	4.62	-12.25
-14.5	4.62	-12.25
-12.5	4.62	-12.25
-10.5	4.62	-12.25
-8.5	4.62	-12.25
-19.5	6.35	-12.25
-17.5	6.35	-12.25
-15.5	6.35	-12.25
-13.5	6.35	-12.25
-11.5	6.35	-12.25
-9.5	6.35	-12.25
-16.5	8.08	-12.25
-14.5	8.08	-12.25
-12.5	8.08	-12.25
-17.5	-9.81	-10.61
-15.5	-9.81	-10.61
-13.5	-9.81	-10.61
-11.5	-9.81	-10.61
-20.5	-8.08	-10.61
-18.5	-8.08	-10.61
-16.5	-8.08	-10.61
-14.5	-8.08	-10.61
-12.5	-8.08	-10.61
-10.5	-8.08	-10.61
-8.5	-8.08	-10.61
-21.5	-6.35	-10.61
-19.5	-6.35	-10.61
-17.5	-6.35	-10.61
-15.5	-6.35	-10.61
-13.5	-6.35	-10.61
-11.5	-6.35	-10.61
-9.5	-6.35	-10.61
-7.5	-6.35	-10.61
-24.5	-4.62	-10.61
-22.5	-4.62	-10.61
-20.5	-4.62	-10.61
-18.5	-4.62	-10.61
-16.5	-4.62	-10.61
